designation,quantite,prix_achat,cout_revient_pourcentage,cout_revient,prix_gros_pourcentage,prix_gros,prix_vente_pourcentage,prix_vente,
شوفي ميطاليك M‏ 110*8,141.00,2,2,2.04,10,2.2,25,2.5,2
CHROME 10*100 M شوفي ميطاليك,61.00,3,2,3.06,10,3.3,25,3.75,3
CHROME 12*100 شوفي ميطاليك,15.00,4,2,4.08,10,4.4,25,5,4
CHROME 12*120 M شوفي ميطاليك,-16.00,5,2,5.1,10,5.5,25,6.25,5
CHROME 14*100 M شوفي ميطاليك,-24.00,7,2,7.14,10,7.7,25,8.75,7
CHROME 16*100 M شوفي ميطاليك,36.00,8,2,8.16,10,8.8,25,10,8
شوفي ميطاليك M‏ 200*16,22.00,15,2,15.3,10,16.5,25,18.75,15
CHROME 12*140 M شوفي ميطاليك,9.00,5,2,5.1,10,5.5,25,6.25,5
CHROME 16*150 M شوفي ميطاليك,24.00,12,2,12.24,10,13.2,25,15,12
CHROME 12*160 M شوفي ميطاليك,25.00,5,2,5.1,10,5.5,25,6.25,5
CHROME 14*140 M شوفي ميطاليك,33.00,8,2,8.16,10,8.8,25,10,8
CHROME 16*120 M شوفي ميطاليك,24.00,9,2,9.18,10,9.9,25,11.25,9
شوفي فرشي فيكساسيون,-160.00,1,2,1.02,10,1.1,25,1.25,1
ppr 1/2 بوشون,194.00,1,2,1.02,10,1.1,25,1.25,1
كالة باب,76.00,2,2,2.04,10,2.2,25,2.5,2
روشكة بوطة,41.00,5,2,5.1,10,5.5,25,6.25,5
CACHE VISSE BLANC PLASTIC 1P,"1  978,00",0,2,0,10,0,25,0,0
شوفي بريدا اسود 10 lap,-265.00,0,2,0,10,0,25,0,0
32A CHINT فزبلي,12.00,13,2,13.26,10,14.3,25,16.25,13
25A CHINT فزبلي,11.00,13,2,13.26,10,14.3,25,16.25,13
20A CHINT فزبلي,18.00,14,2,14.28,10,15.4,25,17.5,14
16A CHINT فزبلي,16.00,14,2,14.28,10,15.4,25,17.5,14
10A CHINT فزبلي,12.00,13,2,13.26,10,14.3,25,16.25,13
disjoncteur 10A inglc,9.00,16,2,16.32,10,17.6,25,20,16
POUSSOIR ROND LUM LED GRIS,10.00,25,2,25.5,10,27.5,25,31.25,25
POUSSOIR ROND LUM LED BLAN,9.00,25,2,25.5,10,27.5,25,31.25,25
POUSSOIR ROND LUM LED CAPP,9.00,25,2,25.5,10,27.5,25,31.25,25
POUSSOIR ROND LUM LED MARR,10.00,25,2,25.5,10,27.5,25,31.25,25
PRISE DE COURANT 2P GRIS FON,7.00,13,2,13.26,10,14.3,25,16.25,13
PRISE DE COURANT 2P BLANC,9.00,13,2,13.26,10,14.3,25,16.25,13
PRISE DE COURANT 2P CAPPUCC,0.00,13,2,13.26,10,14.3,25,16.25,13
PRISE DE COURANT 2P MARRON,10.00,13,2,13.26,10,14.3,25,16.25,13
INTER DOUBLE ALLUMAGE GRIS,10.00,27,2,27.54,10,29.7,25,33.75,27
INTER DOUBLE ALLUMAGE BLAN,9.00,27,2,27.54,10,29.7,25,33.75,27
INTER DOUBLE ALLUMAGE CAPP,3.00,30,2,30.6,10,33,25,37.5,30
INTER DOUBLE ALLUMAGE MARR,10.00,27,2,27.54,10,29.7,25,33.75,27
INTER VA ET VIENT VV GRIS FONC,11.00,17,2,17.34,10,18.7,25,21.25,17
INTER VA ET VIENT VV BLANC,20.00,17,2,17.34,10,18.7,25,21.25,17
INTER VA ET VIENT VV CAPPUCCI,6.00,17,2,17.34,10,18.7,25,21.25,17
INTER VA ET VIENT VV MARRON,20.00,17,2,17.34,10,18.7,25,21.25,17
PRISE DE COURANT 2P+T GRIS F,5.00,17,2,17.34,10,18.7,25,21.25,17
PRISE DE COURANR 2P+T CAPPU,6.00,17,2,17.34,10,18.7,25,21.25,17
PRISE DE COURANT 2P+T MARRO,8.00,17,2,17.34,10,18.7,25,21.25,17
PRISE DE COURANT 2P+T BLANC,12.00,24,2,24.48,10,26.4,25,30,24
POUSSOIRE INVERSEUR RIDEAU,10.00,37,2,37.74,10,40.7,25,46.25,37
POUSSOIRE INVERSEUR RIDEAU,7.00,37,2,37.74,10,40.7,25,46.25,37
POUSSOIRE INVERSEUR RIDEAU,8.00,37,2,37.74,10,40.7,25,46.25,37
POUSSOIRE INVERSEUR RIDEAU,10.00,37,2,37.74,10,40.7,25,46.25,37
SORTIE DE FIL BLANC,10.00,11,2,11.22,10,12.1,25,13.75,11
SORTIE DE FIL CAPPUCCINO,8.00,11,2,11.22,10,12.1,25,13.75,11
SORTIE DE FIL MARRON,10.00,11,2,11.22,10,12.1,25,13.75,11
PRISE RJ CAT 3 GRIS FONCE,11.00,34,2,34.68,10,37.4,25,42.5,34
PRISE RJ CAT 3 BLANC,10.00,34,2,34.68,10,37.4,25,42.5,34
PRISE RJ CAT 3 CAPPUCCINO,10.00,34,2,34.68,10,37.4,25,42.5,34
PRISE RJ CAT 3 MARRON,10.00,34,2,34.68,10,37.4,25,42.5,34
INTER SIMPLE ALLUMAGE GRIS F,7.00,13,2,13.26,10,14.3,25,16.25,13
INTER SIMPLE ALLUMAGE BLAN,1.00,13,2,13.26,10,14.3,25,16.25,13
INTER SIMPLE ALLUMAGE CAPP,5.00,13,2,13.26,10,14.3,25,16.25,13
INTER SIMPLE ALLUMAGE MARR,10.00,13,2,13.26,10,14.3,25,16.25,13
40A DIFERENCIAL BOLI ديجانكتور,5.00,55,2,56.1,10,60.5,25,68.75,55
METRE TENSION DEGITAL 600V E,2.00,116,2,118.32,10,127.6,25,145,116
بريز أنثى 380w,6.00,27,2,27.54,10,29.7,25,33.75,27
بريز دكر 380w,5.00,27,2,27.54,10,29.7,25,33.75,27
PRISE DU COURANT 2P+T 20219B,17.00,17,2,17.34,10,18.7,25,21.25,17
INTER VA ET VIENT 10212BL,16.00,18,2,18.36,10,19.8,25,22.5,18
INTER DOUBLE VA ET VIENT 10213,8.00,30,2,30.6,10,33,25,37.5,30
PUSSOIR ROND LUM LED 10215BL,10.00,24,2,24.48,10,26.4,25,30,24
PRISE TV GALAXY 20223MR,10.00,28,2,28.56,10,30.8,25,35,28
INTER VA ET VIENT 10212MR,19.00,18,2,18.36,10,19.8,25,22.5,18
INTER DOUBLE VA ET VIENT CAP,6.00,30,2,30.6,10,33,25,37.5,30
SORTIE DE FIL 20224BL,9.00,12,2,12.24,10,13.2,25,15,12
PRISE DU COURANT 2P 20218BL,2.00,13,2,13.26,10,14.3,25,16.25,13
INTER SIMPLE ALLUMAGE 10210B,12.00,13,2,13.26,10,14.3,25,16.25,13
INTER DOUBLE SIMPLE ALLUMA,7.00,26,2,26.52,10,28.6,25,32.5,26
POUSSOIRE INVERSEUR RIDEUX,8.00,37,2,37.74,10,40.7,25,46.25,37
PRISE RJ45 GALAXY 20221BL,10.00,33,2,33.66,10,36.3,25,41.25,33
INTER VA ETVIENT PRISE 2P 1021,9.00,22,2,22.44,10,24.2,25,27.5,22
BILT 1PCS 8 شوفي,445.00,0,2,0,10,0,25,0,0
BILT 1 PCS 10 شوفي,243.00,0,2,0,10,0,25,0,0
MULTICADRE 4P HORIZONTAL MA,5.00,16,2,16.32,10,17.6,25,20,16
MULTICADRE 4P HORIZONTAL GR,5.00,18,2,18.36,10,19.8,25,22.5,18
MULTICADRE 4P HORIZONTAL GR,5.00,18,2,18.36,10,19.8,25,22.5,18
MULTICADRE 4P HORIZONTAL GR,5.00,18,2,18.36,10,19.8,25,22.5,18
MULTICADRE 4P HORIZONTAL BL,5.00,16,2,16.32,10,17.6,25,20,16
MULTICADRE 4P HORIZONTAL CA,5.00,28,2,28.56,10,30.8,25,35,28
MULTICADRE 3P HORIZONTAL MA,5.00,11,2,11.22,10,12.1,25,13.75,11
MULTICADRE 2P HORIZONTAL MA,10.00,8,2,8.16,10,8.8,25,10,8
CADRE 1 POSTE MARRON FONCE,15.00,3,2,3.06,10,3.3,25,3.75,3
MULTICADRE 3P HORIZONTAL GR,5.00,12,2,12.24,10,13.2,25,15,12
MULTICADRE 2P HORIZONTAL GR,10.00,9,2,9.18,10,9.9,25,11.25,9
CADRE 1 POSTE GRIS NOIR,15.00,3,2,3.06,10,3.3,25,3.75,3
MULTICADRE 3P HORIZONTAL GR,5.00,12,2,12.24,10,13.2,25,15,12
MULTICADRE 2P HORIZONTAL GR,9.00,9,2,9.18,10,9.9,25,11.25,9
CADRE 1 POSTE GRIS FONCE,5.00,3,2,3.06,10,3.3,25,3.75,3
MULTICADRE 3P HORIZONTAL GR,5.00,12,2,12.24,10,13.2,25,15,12
MULTICADRE 2P HORIZONTAL CR,10.00,9,2,9.18,10,9.9,25,11.25,9
CADRE 1 POSTE GRIS CLAIR,15.00,3,2,3.06,10,3.3,25,3.75,3
MULTICADRE 3P HORIZONTAL BL,4.00,11,2,11.22,10,12.1,25,13.75,11
MULTICADRE 2P HORIZONTAL BL,-20.00,8,2,8.16,10,8.8,25,10,8
CADRE 1 POSTE BLANC,-48.00,3,2,3.06,10,3.3,25,3.75,3
MULTICADRE 3P HORIZONTAL CA,2.00,21,2,21.42,10,23.1,25,26.25,21
MULTICADRE 2P HORIZONTAL CA,5.00,15,2,15.3,10,16.5,25,18.75,15
CADRE 1 POSTE CAPPUCCINO,9.00,7,2,7.14,10,7.7,25,8.75,7
PRISE 2P+T ETANCHE APPARENT,6.00,20,2,20.4,10,22,25,25,20
ENTERRUPTEUR SIMPLE ETTANC,10.00,17,2,17.34,10,18.7,25,21.25,17
راس مصباح B‏22,31.00,3,2,3.06,10,3.3,25,3.75,3
راس مصباح ترية E‏14,41.00,4,2,4.08,10,4.4,25,5,4
E27 DOUBLE BAG راس مصباح,10.00,5,2,5.1,10,5.5,25,6.25,5
بريز الضوء أنثى,137.00,6,2,6.12,10,6.6,25,7.5,6
راس مصباح E‏27,-16.00,4,2,4.08,10,4.4,25,5,4
بريز الضوء دكر,135.00,5,2,5.1,10,5.5,25,6.25,5
noble 2kg مشوطة,4.00,87,2,88.74,10,95.7,25,108.75,87
"noble 1,5kg مشوطة",-3.00,65,2,66.3,10,71.5,25,81.25,65
بسطى سوداء 2eme,2.00,22,2,22.44,10,24.2,25,27.5,22
SPOTA ATTA 4000K- GU 10 سبوطة,28.00,7,2,7.14,10,7.7,25,8.75,7
كخيطة مربعة,-16.00,2,2,2.04,10,2.2,25,2.5,2
شكوتش اخضر اسود xcort,21.00,55,2,56.1,10,60.5,25,68.75,55
بسطى دوبل روند مكينة 2.5+4.5,7.00,100,2,102,10,110,25,125,100
دوبل روند 4.4 مكينة كرانيت,2.00,1000.00,2,1020,10,1100,25,1250,1000
دوبل روند 2.5 مكينة كرانيت,1.00,900,2,918,10,990,25,1125,900
دوبل روند 5.4 مكينة كرانيت,0.00,1000.00,2,1020,10,1100,25,1250,1000
Diamflex 20mm دوبل روند,2.00,900,2,918,10,990,25,1125,900
Diamflex 15mm دوبل روند,2.00,900,2,918,10,990,25,1125,900
دوبل روند 5.4 مكينة رخام,0.00,1000.00,2,1020,10,1100,25,1250,1000
دوبل روند 4.4 مكينة مرمو,2.00,1000.00,2,1020,10,1100,25,1250,1000
دوبل روند 2.5 مكينة رخام,2.00,900,2,918,10,990,25,1125,900
دوبل روند 4 مكينة مرمو,1.00,1000.00,2,1020,10,1100,25,1250,1000
دوبل روند 5 مكينة كرانيت,1.00,1000.00,2,1020,10,1100,25,1250,1000
2ème كمامة,-11.00,5,2,5.1,10,5.5,25,6.25,5
باتري 20v,3.00,50,2,51,10,55,25,62.5,50
باتري 21v,0.00,50,2,51,10,55,25,62.5,50
ليخة ممتاز 400 الماء,-10.00,43,2,43.86,10,47.3,25,53.75,43
ليخة ممتاز 50 الماء,27.00,38,2,38.76,10,41.8,25,47.5,38
ليخة ممتاز 3000 الماء,1.00,43,2,43.86,10,47.3,25,53.75,43
ليخة ممتاز 1500 الماء,12.00,43,2,43.86,10,47.3,25,53.75,43
ليخة ممتاز buf الماء,26.00,43,2,43.86,10,47.3,25,53.75,43
ليخة ممتاز 100 الماء,20.00,44,2,44.88,10,48.4,25,55,44
ليخة ممتاز 200 الماء,37.00,43,2,43.86,10,47.3,25,53.75,43
EPOXY GLASS,11.00,360,2,367.2,10,396,25,450,360
راس فيسوس dingi,173.00,3,2,3.06,10,3.3,25,3.75,3
بروكة دهبية شنيور12 ممتاز,1.00,135,2,137.7,10,148.5,25,168.75,135
كوشية لندوي 18 pego,2.00,13,2,13.26,10,14.3,25,16.25,13
ديسك صغير دهبي,0.00,15,2,15.3,10,16.5,25,18.75,15
ديسك كرانيط صغير mm‏ 50,1.00,85,2,86.7,10,93.5,25,106.25,85
ديسك كرانيط صغير mm‏ 40,0.00,40,2,40.8,10,44,25,50,40
ديسك كرانيط صغير mm‏ 30,1.00,75,2,76.5,10,82.5,25,93.75,75
بوشاردي 4 ممتاز,3.00,2800.00,2,2856,10,3080,25,3500,2800
راس بوشاردي,1.00,150,2,153,10,165,25,187.5,150
شراط حمام 2 سنتيم,2.00,570,2,581.4,10,627,25,712.5,570
شراط حمام مدور 1cm,2.00,400,2,408,10,440,25,500,400
شراط حمام مربع دهبي 1سنتيم صغير,1.00,230,2,234.6,10,253,25,287.5,230
بروكة دهبية 65,1.00,190,2,193.8,10,209,25,237.5,190
بروكة دهبية 60,2.00,190,2,193.8,10,209,25,237.5,190
بروكة دهبية 50,0.00,180,2,183.6,10,198,25,225,180
بروكة دهبية شنيور30,1.00,80,2,81.6,10,88,25,100,80
بروكة دهبية شنيور25,2.00,70,2,71.4,10,77,25,87.5,70
بروكة روند سوداء 50,1.00,500,2,510,10,550,25,625,500
متر ليزر ازرق 80m,2.00,350,2,357,10,385,25,437.5,350
متر ليزر احمر 80m,2.00,480,2,489.6,10,528,25,600,480
كريفو عادي ابيض GERMANO,2.00,27,2,27.54,10,29.7,25,33.75,27
روبيني يد ازرق GERODI,4.00,38,2,38.76,10,41.8,25,47.5,38
ديسكو كرانيك 180ملم اسود,9.00,138,2,140.76,10,151.8,25,172.5,138
BOSCH 180 ديسكو زليج,4.00,275,2,280.5,10,302.5,25,343.75,275
بروكة 25 دهبية,1.00,145,2,147.9,10,159.5,25,181.25,145
DOTCHTEK 35 بروكة سوداء,0.00,155,2,158.1,10,170.5,25,193.75,155
بروكة زليج 6 IMLUX,0.00,10,2,10.2,10,11,25,12.5,10
بينسا حدادية,-3.00,28,2,28.56,10,30.8,25,35,28
XCORT 1050W شينيور,1.00,740,2,754.8,10,814,25,925,740
soufleur battre xcort,2.00,480,2,489.6,10,528,25,600,480
بروكة مرمو بوش 8,15.00,43,2,43.86,10,47.3,25,53.75,43
بروكة مرمو بوش 12,30.00,49,2,49.98,10,53.9,25,61.25,49
250sds*14 مكدي هلتي,5.00,9,2,9.18,10,9.9,25,11.25,9
m40/18mm كيطور عادي,3.00,8,2,8.16,10,8.8,25,10,8
DINGI 3.5*193 طرنوفيس,7.00,8,2,8.16,10,8.8,25,10,8
بروكة خضراء 35 كرانيط,1.00,320,2,326.4,10,352,25,400,320
بروكة كرانيط زرقاء 60,2.00,510,2,520.2,10,561,25,637.5,510
بروكة كرانيط زرقاء 50,1.00,450,2,459,10,495,25,562.5,450
بروكة كرانيط زرقاء 20,30.00,209,2,213.18,10,229.9,25,261.25,209
بروكة كرانيت 35 صفراء,10.00,250,2,255,10,275,25,312.5,250
بروكة كرانيت 20 صفراء,3.00,184,2,187.68,10,202.4,25,230,184
بروكة كرانيت سوداء 20,1.00,230,2,234.6,10,253,25,287.5,230
بروكة ديكطون 6,6.00,140,2,142.8,10,154,25,175,140
بروكة حمراء 60 عادية,3.00,143,2,145.86,10,157.3,25,178.75,143
بروكة حمراء 40 عادية,6.00,94,2,95.88,10,103.4,25,117.5,94
بروكة روند شينيور,8.00,35,2,35.7,10,38.5,25,43.75,35
basila double روند 2 سنتيم,0.00,250,2,255,10,275,25,312.5,250
basila double روند 3 سنتيم,4.00,300,2,306,10,330,25,375,300
basila double وند 4 سنتيم,3.00,350,2,357,10,385,25,437.5,350
روند ممتاز بلاستيك اسود 4CM,0.00,500,2,510,10,550,25,625,500
دوبل روند بالحرف D115 T‏30,2.00,630,2,642.6,10,693,25,787.5,630
دوبل روند بالحرف D115 T‏40,2.00,660,2,673.2,10,726,25,825,660
D115 T40 روند مربع,0.00,700,2,714,10,770,25,875,700
D100 T40 روند مثلث,2.00,630,2,642.6,10,693,25,787.5,630
D100 T30 روند مثلث,2.00,450,2,459,10,495,25,562.5,450
D100 T20 روند مثلث,2.00,310,2,316.2,10,341,25,387.5,310
BOMBI D115 T20 روند,1.00,380,2,387.6,10,418,25,475,380
BOMBI D115 T30 روند,2.00,410,2,418.2,10,451,25,512.5,410
BOMBI D115 T40 روند,2.00,460,2,469.2,10,506,25,575,460
XCORT 800W خلاط صغير,0.00,400,2,408,10,440,25,500,400
DAKOTA PVC 1M GRIS شيفون,0.00,60,2,61.2,10,66,25,75,60
DAKOTA PVC 1M BEIGE شيفون,0.00,60,2,61.2,10,66,25,75,60
ABC 115mm ديسكو زليج,-1.00,32,2,32.64,10,35.2,25,40,32
RUBI 115 1 IN 2 ديسكو,0.00,480,2,489.6,10,528,25,600,480
rubi cpr 115 rouge ديسكو,1.00,250,2,255,10,275,25,312.5,250
فيش ريزو,18.00,1,2,1.02,10,1.1,25,1.25,1
SPOTA ATTA 6500K -GU 10 سبوطة,32.00,7,2,7.14,10,7.7,25,8.75,7
DAKOTA PVC 30*30 COMPLE روكار,-1.00,130,2,132.6,10,143,25,162.5,130
velar sds 8*260 بروكة بيطون,1.00,13,2,13.26,10,14.3,25,16.25,13
velar inox 2.5 بروكة,0.00,2,2,2.04,10,2.2,25,2.5,2
بروكة 16*160 قصيرة,12.00,15,2,15.3,10,16.5,25,18.75,15
PIGO inox 8 بروكة,6.00,14,2,14.28,10,15.4,25,17.5,14
D115*H22.23*T20 40/45 دوبل روند,1.00,330,2,336.6,10,363,25,412.5,330
تعمرة خيط ممتاز fia akro,53.00,5,2,5.1,10,5.5,25,6.25,5
تعمرة فينيسيونcm‏11,7.00,4,2,4.08,10,4.4,25,5,4
تعمرة خيط 15 سنتيم,1.00,6,2,6.12,10,6.6,25,7.5,6
تعمرة بونج ممتاز FIA AKRO,2.00,4,2,4.08,10,4.4,25,5,4
تعمرة خيط 12,18.00,4,2,4.08,10,4.4,25,5,4
TOTAL 20M متر,1.00,70,2,71.4,10,77,25,87.5,70
TOTAL 30M متر,0.00,75,2,76.5,10,82.5,25,93.75,75
كيطور ممتاز ABC 5pcs,50.00,11,2,11.22,10,12.1,25,13.75,11
كيطور +3 تعمرة ABC,53.00,8,2,8.16,10,8.8,25,10,8
تعمرة كيتور pcs‏10,2.00,6,2,6.12,10,6.6,25,7.5,6
بروكة 6 دهبية,2.00,50,2,51,10,55,25,62.5,50
DOTCHTEK 20 بروكة سوداء,2.00,130,2,132.6,10,143,25,162.5,130
DOTCHTEK 16 بروكة سوداء,4.00,115,2,117.3,10,126.5,25,143.75,115
DOTCHTEK 6 بروكة سوداء,3.00,60,2,61.2,10,66,25,75,60
بروكة 40 دهبية,0.00,180,2,183.6,10,198,25,225,180
بروكة دهبية 45,3.00,250,2,255,10,275,25,312.5,250
INDEX ALUM (4.8*16 PARKER)سمار,248.00,0,2,0,10,0,25,0,0
مسمار خشب 3X‏20,235.00,0,2,0,10,0,25,0,0
MITIGEUR CUISINE+FLEXIBLE CH,1.00,1800.00,2,1836,10,1980,25,2250,1800
هراوة بالة ممتازة,-21.00,7,2,7.14,10,7.7,25,8.75,7
متر الرملة عادية (12M),0.00,220,2,224.4,10,242,25,275,220
متر الرملة مغسولة (12M),19.00,240,2,244.8,10,264,25,300,240
متر بربو ابيض (12M),45.00,140,2,142.8,10,154,25,175,140
متر كرابة (12M),60.00,140,2,142.8,10,154,25,175,140
متر كرافيطة (12M),12.00,140,2,142.8,10,154,25,175,140
متر بربو ابيض (20M),-24.00,130,2,132.6,10,143,25,162.5,130
متر بربو ابيض (25M),2.00,130,2,132.6,10,143,25,162.5,130
متر كرابة ابيض (25M),0.00,130,2,132.6,10,143,25,162.5,130
متر كرافيطة ابيض (25M),0.00,130,2,132.6,10,143,25,162.5,130
متر الرملة عادية (25M),0.00,200,2,204,10,220,25,250,200
متر الرملة مغسولة (25M),13.00,230,2,234.6,10,253,25,287.5,230
متر الرملة عادية (20M),0.00,210,2,214.2,10,231,25,262.5,210
متر الرملة مغسولة (20M),0.00,230,2,234.6,10,253,25,287.5,230
متر كرابة (20M),-36.00,130,2,132.6,10,143,25,162.5,130
متر كرافيطة (20M),0.00,130,2,132.6,10,143,25,162.5,130
متر الرملة DETAIL,-76.50,250,2,255,10,275,25,312.5,250
DETAIL متر بربو,-89.00,140,2,142.8,10,154,25,175,140
متر كرافيطة DETAIL,0.00,140,2,142.8,10,154,25,175,140
متر كرابة DETAIL,-40.50,140,2,142.8,10,154,25,175,140
برة حديد 10,-178.00,67,2,68.34,10,73.7,25,83.75,67
برة حديد 12,-222.00,96,2,97.92,10,105.6,25,120,96
برة حديد 8,-32.00,44,2,44.88,10,48.4,25,55,44
برة حديد 6 حلو,-84.00,15,2,15.3,10,16.5,25,18.75,15
برة حديد 6 مفتول,54.00,28,2,28.56,10,30.8,25,35,28
كيلو حديد 6 حلو,15.00,9,2,9.18,10,9.9,25,11.25,9
كيلو حديد 6 مفتول,47.00,9,2,9.18,10,9.9,25,11.25,9
كيلو حديد 8,523.00,9,2,9.18,10,9.9,25,11.25,9
كيلو حديد 10,"1  435,00",9,2,9.18,10,9.9,25,11.25,9
كيلو حديد 12,"2  017,00",9,2,9.18,10,9.9,25,11.25,9
كيلو حديد 14,0.00,10,2,10.2,10,11,25,12.5,10
كيلو حديد 16,0.00,10,2,10.2,10,11,25,12.5,10
برة حديد 14,-12.00,133,2,135.66,10,146.3,25,166.25,133
برة حديد 16,0.00,179,2,182.58,10,196.9,25,223.75,179
برة حديد 20,0.00,10,2,10.2,10,11,25,12.5,10
نقل كنطير,-13.00,700,2,714,10,770,25,875,700
"متر بلاستيك 1,5 متر",-85.80,8,2,8.16,10,8.8,25,10,8
متر بلاستيك 2 متر,-618.10,9,2,9.18,10,9.9,25,11.25,9
TURBO SILENCE 350 ديسكو كرانيت,0.00,760,2,775.2,10,836,25,950,760
XCORT 1900W ديكاجور,2.00,1100.00,2,1122,10,1210,25,1375,1100
متر بلاستيك ابيض2,-146.50,15,2,15.3,10,16.5,25,18.75,15
MPC 125 MM ديسكو زليج,-202.00,64,2,65.28,10,70.4,25,80,64
ficina 125mm ديسكو زليج,25.00,85,2,86.7,10,93.5,25,106.25,85
ديمندا اينوكس ممتازة BOUKIR,0.00,250,2,255,10,275,25,312.5,250
m CABLE RESEAU,66.00,6,2,6.12,10,6.6,25,7.5,6
TOOLSUNEX 12V فيبراسيون,-3.00,600,2,612,10,660,25,750,600
مكينة زليج خضراء 1.2 MBH,4.00,837,2,853.74,10,920.7,25,1046.25,837
بروكة 45 دهبية MBH,11.00,200,2,204,10,220,25,250,200
ليخة ممتازة 3000 ناشف,29.00,35,2,35.7,10,38.5,25,43.75,35
ليخة ممتازة 1500 ناشف,33.00,36,2,36.72,10,39.6,25,45,36
ليخة ممتازة 1000 ناشف,33.00,35,2,35.7,10,38.5,25,43.75,35
ليخة ممتازة 800 ناشف,16.00,35,2,35.7,10,38.5,25,43.75,35
ليخة ممتازة 400 ناشف,11.00,35,2,35.7,10,38.5,25,43.75,35
DIAMOND LUX 1L,63.00,120,2,122.4,10,132,25,150,120
TOTAL 1300W ديكاجور,5.00,950,2,969,10,1045,25,1187.5,950
TOTAL 1500W ديكاجور,-1.00,800,2,816,10,880,25,1000,800
لافبو ممتاز اسود piano,0.00,2300.00,2,2346,10,2530,25,2875,2300
لافابو اسود ممتاز ferri,1.00,1700.00,2,1734,10,1870,25,2125,1700
EURO DIAMANT PLUS 180MM رانيط,0.00,194,2,197.88,10,213.4,25,242.5,194
rubi 1200 خلاط متوسط,0.00,1200.00,2,1224,10,1320,25,1500,1200
فنطرو طرابو 15 سنتيم,-16.00,15,2,15.3,10,16.5,25,18.75,15
PVC M40 125ml طوبو كولا,4.00,13,2,13.26,10,14.3,25,16.25,13
OLIVE ONE 001 NOIR سيليكون,6.00,55,2,56.1,10,60.5,25,68.75,55
OLIVE 9069 سيليكون,8.00,70,2,71.4,10,77,25,87.5,70
OLIVE MS TURBO PENOSIL سيليكون,1.00,65,2,66.3,10,71.5,25,81.25,65
FALANS 1.2 مكينة زليج,10.00,1300.00,2,1326,10,1430,25,1625,1300
peygran 5mm 500pcs زائد,-93.00,90,2,91.8,10,99,25,112.5,90
peygran 4mm 400pcs زائد,1.00,50,2,51,10,55,25,62.5,50
بونجة عادية,492.00,1,2,1.02,10,1.1,25,1.25,1
لريزين 5 لتر,18.35,150,2,153,10,165,25,187.5,150
لامون صغير CAT 750W,9.00,392,2,399.84,10,431.2,25,490,392
بروفيل ليد CHROME,87.00,70,2,71.4,10,77,25,87.5,70
RINOVA 60*9 شيفون دهبي,20.00,418,2,426.36,10,459.8,25,522.5,418
(60) 225 ليخة الحك,24.00,10,2,10.2,10,11,25,12.5,10
sanili 50*45 inox لافابو,4.00,520,2,530.4,10,572,25,650,520
(80) 225 ليخة الحك,21.00,10,2,10.2,10,11,25,12.5,10
(120) 225 ليخة الحك,31.00,10,2,10.2,10,11,25,12.5,10
برودوي DAC 5L (تنضيف الزليج و جوان ),9.00,180,2,183.6,10,198,25,225,180
( تنضيف الرخام) Jontec futur 5L ودوي,4.00,170,2,173.4,10,187,25,212.5,170
reservoir minibross,1.00,330,2,336.6,10,363,25,412.5,330
gris petit ميني بروس,1.00,5800.00,2,5916,10,6380,25,7250,5800
TASKI calc (تنضيف الاسمنت على الزليج ),4.00,160,2,163.2,10,176,25,200,160
SPOT PL 01,1.00,13,2,13.26,10,14.3,25,16.25,13
SPOT PL 05,2.00,15,2,15.3,10,16.5,25,18.75,15
SPOT PL 07,1.00,15,2,15.3,10,16.5,25,18.75,15
SPOT PL 09,1.00,17,2,17.34,10,18.7,25,21.25,17
SPOT PL 16,0.00,17,2,17.34,10,18.7,25,21.25,17
ATLAS ANTIROUILE gris 5KG حدادة,2.00,125,2,127.5,10,137.5,25,156.25,125
mastic cellulosique atlas 1kg طلس,8.00,28,2,28.56,10,30.8,25,35,28
كراطة ممتازة vedal 50cm,46.00,39,2,39.78,10,42.9,25,48.75,39
كراطة ممتازة vedal 35cm,50.00,37,2,37.74,10,40.7,25,46.25,37
بلينات 42,28.00,64,2,65.28,10,70.4,25,80,64
كوشية لندوي 22 dani,16.00,13,2,13.26,10,14.3,25,16.25,13
كوشية لندوي 20 dani,292.00,10,2,10.2,10,11,25,12.5,10
كوشية لندوي 20 pego,24.00,13,2,13.26,10,14.3,25,16.25,13
ATLAS Leader Mat 1kg,1.00,27,2,27.54,10,29.7,25,33.75,27
ATLAS SURFACEUR 1KG,-2.00,36,2,36.72,10,39.6,25,45,36
اطلس شعاع دهبي 250 كيلو,4.00,26,2,26.52,10,28.6,25,32.5,26
ATLAS AUTO 250G,9.00,13,2,13.26,10,14.3,25,16.25,13
ATLAS AUTO 85G,6.00,6,2,6.12,10,6.6,25,7.5,6
astral vernis v 704 1kg,2.00,62,2,63.24,10,68.2,25,77.5,62
vernis atlas T415N,2.00,38,2,38.76,10,41.8,25,47.5,38
SADVEL VERNIS 1L,2.00,42,2,42.84,10,46.2,25,52.5,42
INTER DOUBLE VA ET VIENT GRIS,10.00,30,2,30.6,10,33,25,37.5,30
INTER DOUBLE VA ET VIENT MAR,10.00,30,2,30.6,10,33,25,37.5,30
INTER DOUBLE VA ET VIENT BLA,10.00,30,2,30.6,10,33,25,37.5,30
SORTIE DE FIL GRIS FONCE,10.00,11,2,11.22,10,12.1,25,13.75,11
